word,score
guttle,-0.07997
guttural,0.0
guttural consonant,0.0
gutturally,0.15793
guvnor,0.0
guy,0.0
guy cable,0.0
guy de maupassant,0.0
guy fawkes,0.0
guy fawkes day,0.0
guy fawkes night,0.0
guy of burgundy,0.0
guy rope,0.0
guy wire,0.0
guyana,0.0
guyana dollar,0.0
guyanese,0.0
guyot,0.0
guzzle,0.17826
guzzler,0.0
guzzling,0.0
gwydion,0.0
gwyn,0.0
gwynn,0.0
gy,0.0
gybe,0.0
gym,0.0
gym mat,0.0
gym rat,0.0
gym shoe,0.0
gym suit,0.0
gymkhana,0.0
gymnadenia,0.0
gymnadenia conopsea,0.0
gymnadenia odoratissima,0.0
gymnadeniopsis,0.0
gymnasium,0.0
gymnast,0.0
gymnastic,0.19229000000000002
gymnastic apparatus,0.0
gymnastic exercise,0.0
gymnastic horse,0.0
gymnastics,0.0
gymnelis,0.0
gymnelis viridis,0.0
gymnocalycium,0.0
gymnocarpium,0.0
gymnocarpium dryopteris,0.0
gymnocarpium robertianum,0.0
gymnocladus,0.0
gymnocladus dioica,0.0
gymnogyps,0.12208
gymnogyps californianus,0.0
gymnomycota,0.0
gymnophiona,0.0
gymnopilus,-0.08901
gymnopilus spectabilis,0.0
gymnopilus validipes,-0.38925
gymnopilus ventricosus,0.0
gymnorhina,0.0
gymnorhina tibicen,0.21734
gymnosophical,0.0
gymnosophist,0.0
gymnosophy,0.0
gymnosperm,-0.19821
gymnosperm family,0.0
gymnosperm genus,0.0
gymnospermae,0.0
gymnospermophyta,0.0
gymnospermous,0.0
gymnospermous tree,0.0
gymnospermous yellowwood,0.0
gymnosporangium,0.0
gymnosporangium juniperi-virginianae,-0.38925
gymnura,0.0
gymslip,0.0
gynaecological,0.0
gynaecologist,0.0
gynaecology,0.0
gynaeolatry,0.0
gynandromorph,0.0
gynandromorphic,0.0
gynandromorphous,0.0
gynarchy,0.0
gynecocracy,0.0
gynecologic,0.0
gynecological,0.0
gynecologist,0.0
gynecology,0.0
gynecomastia,0.0
gyneolatry,0.0
gynne,0.0
gynobase,-0.38925
gynoecium,0.0
gynogenesis,0.0
gynophobia,-0.19821
gynophore,-0.19821
gynostegium,0.0
gynura,0.0
gynura aurantiaca,0.0
gyp,-0.039985
gypaetus,0.0
gypaetus barbatus,0.0
gyps,0.0
gyps fulvus,0.0
gypsophila,0.0
gypsophila paniculata,0.0
gypsum,0.0
gypsum board,0.0
gypsy,0.0
gypsy cab,0.0
gypsy dancing,0.0
gypsy moth,0.0
gypsy rose lee,0.0
gypsyweed,0.0
gypsywort,0.0
gyral,0.0
gyrate,0.0
gyration,0.0
gyre,0.0
gyrfalcon,0.0
gyrinidae,0.0
gyro,0.0
gyro horizon,0.0
gyrocompass,-0.28345
gyromitra,0.0
gyromitra brunnea,0.0
gyromitra californica,0.0
gyromitra esculenta,0.0
gyromitra fastigiata,0.0
gyromitra gigas,-0.07997
gyromitra infula,0.0
gyromitra sphaerospora,0.0
gyroplane,0.0
gyroscope,0.0
gyroscopic,0.17826
gyrostabiliser,0.0
gyrostabilizer,0.0
gyrus,0.0
gyrus cinguli,0.0
gywn,0.0
h,-0.00583
h-bomb,0.0
h-shaped,0.0
h. g. wells,0.0
h. h. munro,0.0
h. j. eysenck,0.0
h. l. mencken,0.0
h. pylori,-0.07997
h.m.s. bounty,0.0
h.p.,0.174
h2o,0.0
ha,0.0
ha'p'orth,0.0
ha'penny,0.0
ha-ha,0.0
haart,-0.07997
haastia,0.0
haastia pulvinaris,0.0
habacuc,0.0
habakkuk,-0.08847000000000001
habanera,0.0
habeas corpus,0.0
habenaria,0.0
habenaria albiflora,0.0
habenaria bifolia,0.0
habenaria chlorantha,0.0
habenaria dilatata,0.0
habenaria elegans,0.0
habenaria fimbriata,0.0
habenaria greenei,0.0
habenaria hookeri,0.0
habenaria lacera,0.0
habenaria leucophaea,0.0
habenaria nivea,0.0
habenaria orbiculata,0.0
habenaria peramoena,0.0
habenaria psycodes,0.0
habenaria unalascensis,0.0
haber,0.0
haber process,0.0
haber-bosch process,0.0
haberdasher,0.0
haberdashery,0.0
haberdashery store,0.0
habergeon,0.0
habiliment,0.0
habilimented,-0.0611
habilitate,0.0
habit,0.011225
habit-forming,-0.38925
habitability,0.21734
habitable,-0.34088
habitableness,0.21734
habitant,0.0
habitat,0.0
habitation,0.0
habited,-0.07997
habitual,-0.18511
habitual abortion,0.21734
habitual criminal,0.17826
habitually,0.0
habituate,0.0
habituation,0.10554000000000001
habitude,0.17826
habitue,0.0
habitus,0.0
hablot knight browne,0.0
habsburg,0.0
hacek,0.0
hachiman,0.0
hachure,0.0
hacienda,0.0
hack,-0.11900000000000001
hack driver,0.0
hack on,0.0
hack saw,0.0
hack writer,-0.28345
hack-driver,0.0
hackamore,0.0
hackberry,0.0
hackbut,0.0
hackee,0.0
hackelia,-0.38925
hacker,-0.14457
hackle,0.08913
hackles,-0.1665
hackmatack,0.0
hackney,0.0
hackney carriage,0.0
hackney coach,0.0
hackneyed,-0.28345
hacksaw,0.0
hackwork,0.0
had best,0.0
had crime,0.0
hadal,0.0
haddock,0.0
hadean,-0.039985
hadean aeon,-0.07997
hadean eon,-0.07997
hadean time,-0.07997
hades,0.0
hadith,0.0
hadj,-0.38925
hadji,0.0
hadrian,0.0
hadrian's wall,0.0
hadron,0.0
hadrosaur,0.0
hadrosauridae,0.0
hadrosaurus,0.0
haecceity,0.0
haeckel,0.0
haem,0.0
haemagglutinate,0.0
haemagglutination,0.0
haemal,0.0
haemal arch,0.0
haemangioma,0.0
haemanthus,0.0
haemanthus coccineus,0.0
haematal,0.0
haematemesis,0.0
haematic,0.0
haematinic,0.0
haematite,0.0
haematobia,0.0
haematobia irritans,0.0
haematocele,0.0
haematochezia,0.0
haematocoele,0.0
haematocolpometra,0.0
haematocolpos,-0.07997
haematocrit,0.0
haematocytopenia,0.0
haematocyturia,0.0
haematogenesis,0.0
haematogenic,0.0
haematohiston,0.0
haematoidin,0.0
haematological,0.0
haematologist,0.0
haematology,0.0
haematolysis,0.0
haematoma,-0.38925
haematopodidae,0.0
haematopoiesis,0.0
haematopoietic,0.0
haematopus,0.0
haematoxylon,0.0
haematoxylum,0.0
haematoxylum campechianum,0.0
haematuria,0.15793
haemic,0.0
haemitin,0.0
haemodialysis,0.0
haemodoraceae,0.0
haemodorum,-0.07997
haemogenesis,0.0
haemoglobin,0.0
haemoglobinemia,-0.19821
haemoglobinopathy,-0.38925
haemoglobinuria,0.0
haemolysin,0.0
haemolysis,0.0
haemolytic,-0.28345
haemolytic anaemia,-0.28345
haemophile,-0.34088
haemophilia,0.0
haemophilia a,0.0
haemophilia b,-0.28345
haemophiliac,-0.34088
haemophilic,0.0
haemopis,0.0
haemopoiesis,0.0
haemopoietic,0.0
haemoproteid,0.0
haemoproteidae,-0.07997
haemoprotein,0.0
haemoproteus,-0.07997
haemoptysis,-0.19821
haemorrhage,0.0
haemorrhagic,0.0
haemorrhagic fever,0.0
haemorrhagic stroke,0.0
haemorrhoid,-0.34088
haemorrhoidectomy,0.12208
haemosiderin,0.0
haemosiderosis,-0.07997
haemosporidia,0.0
haemosporidian,0.0
haemostasia,0.0
haemostasis,0.0
haemostat,0.0
haemothorax,0.0
haemulidae,0.17826
haemulon,0.0
haemulon album,0.0
haemulon aurolineatum,0.0
haemulon macrostomum,0.17826
haemulon malanurum,0.0
haemulon parra,0.0
hafnium,0.0
haft,0.0
haftarah,0.0
haftorah,0.0
hag,-0.63577
hag-ridden,-0.02386
hagada,-0.38925
haganah,0.0
hagberry,0.0
hagberry tree,0.0
hagbut,0.0
hageman factor,0.0
hagerstown,0.0
hagfish,0.0
haggada,-0.38925
haggadah,-0.38925
haggai,-0.08847000000000001
haggard,-0.08584
haggardly,0.15793
haggis,0.0
haggle,0.0
haggler,-0.19821
haggling,0.0
hagia sofia,0.0
hagia sophia,0.0
hagiographa,0.0
hagiographer,0.0
hagiographist,0.0
hagiography,0.0
hagiolatry,0.0
hagiologist,0.0
hagiology,0.0
hagridden,-0.02386
hahn,0.0
hahnium,0.0
haick,0.0
haida,0.0
haifa,0.0
haik,0.0
haiku,0.0
hail,-0.04302
hail mary,0.15793
hail-fellow,0.17826
hail-fellow-well-met,0.17826
haile selassie,0.0
hailstone,0.0
hailstorm,-0.07997
haiphong,0.0
hair,0.0
hair ball,0.0
hair care,0.0
hair cell,0.0
hair coloring,0.0
hair curler,0.0
hair drier,0.0
hair dryer,0.0
hair dye,0.0
hair follicle,0.0
hair gel,0.0
hair grass,0.0
hair grease,0.0
hair mousse,0.0
hair of the dog,0.0
hair oil,0.0
hair seal,0.0
hair shirt,-0.07997
hair slide,0.0
hair space,0.0
hair spray,0.0
hair stroke,0.0
hair style,0.0
hair tonic,0.0
hair trigger,0.0
hair's-breadth,0.0
hair-raiser,0.0
hair-raising,-0.26536
hair-shirt,-0.0611
hair-shirted,-0.0611
hair-tailed mole,0.0
hairball,0.0
hairbrush,0.0
haircare,0.0
haircloth,0.0
haircut,0.0
hairdo,0.0
hairdresser,0.0
hairdressing,0.0
haired,-0.19821
hairgrip,0.0
hairiness,0.08478
hairless,-0.18395999999999998
hairlessness,-0.12619
hairlike,0.0
hairline,0.0
hairline fracture,-0.38925
hairnet,0.0
hairpiece,0.0
hairpin,0.0
hairpin bend,0.0
hairsbreadth,0.0
hairsplitter,0.21734
hairsplitting,0.25064000000000003
hairspring,0.0
hairstreak,0.0
hairstreak butterfly,0.0
hairstyle,0.0
hairstylist,0.0
hairtail,0.0
hairweaving,0.0
hairy,-0.31375
hairy darling pea,0.0
hairy finger grass,0.0
hairy golden aster,0.0
hairy honeysuckle,0.0
hairy lip fern,0.0
hairy root,0.12208
hairy spurge,0.0
hairy tare,0.0
hairy tongue,0.0
hairy vetch,0.0
hairy willowherb,0.0
hairy wood mint,0.0
hairy-legged vampire bat,0.0
haiti,0.0
haitian,0.0
haitian capital,0.0
haitian centime,0.0
haitian creole,0.0
haitian monetary unit,0.0
haj,-0.38925
haji,0.0
hajj,-0.38925
hajji,0.0
hake,0.0
hakea,0.0
hakea laurina,0.0
hakea leucoptera,0.0
hakea lissosperma,0.0
hakeem,0.0
hakenkreuz,0.0
hakham,0.28394
hakim,0.0
hakka,0.0
hakka dialect,0.0
halab,0.0
halacha,0.0
halaka,0.0
halakah,0.0
halal,0.14004
halberd,0.12208
halberdier,0.0
halchidhoma,0.0
halcion,0.0
halcyon,0.12324
haldane,0.0098
haldea,0.0
haldea striatula,0.0
haldol,-0.19821
hale,0.20237333333333332
haleakala national park,0.0
haleness,0.36466
halenia,0.0
haler,0.0
halesia,0.0
halesia carolina,0.0
halesia tetraptera,0.0
halevy,0.0
haley,0.0
half,-0.010233333333333334
half a dozen,0.0
half binding,0.0
half blood,0.0
half boot,0.0
half brother,0.0
half cross stitch,0.0
half crown,0.0
half dollar,0.0
half door,0.0
half dozen,0.0
half eagle,0.0
half gainer,0.0
half hatchet,0.0
half hitch,0.0
half life,0.0
half mask,0.0
half mile,0.0
half nelson,0.0
half note,0.0
half page,0.0
half pound,0.0
half rest,0.0
half sister,0.0
half snipe,0.0
half sole,0.0
half step,0.0
half title,0.0
half track,0.0
half volley,0.0
half-and-half,0.0
half-and-half dressing,-0.02386
half-baked,0.15337
half-blooded,0.0
half-bound,0.0
half-bred,0.0
half-breed,0.0
half-brother,0.0
half-caste,0.0
half-century,0.12208
half-clothed,-0.19821
half-cock,-0.34088
half-crazed,-0.34088
half-dozen,0.0
half-evergreen,0.0
half-free morel,0.0
half-hardy,-0.34088
half-hearted,-0.26536
half-heartedly,0.12208
half-holiday,0.0
half-hour,0.0
half-hourly,0.0
half-intensity,-0.01819
half-length,0.08913
half-life,0.0
half-light,0.0
half-mast,0.0
half-moon,0.0
half-pay,-0.19821
half-pint,0.0
half-price,0.0
half-relief,-0.34088
half-seas-over,-0.07997
half-sister,0.0
half-size,-0.19821
half-slip,-0.07997
half-staff,0.0
half-term,0.0
half-timber,0.0
half-timbered,0.0
half-time,0.06104
half-track,0.0
half-tracked,0.0
half-truth,0.0
half-wit,-0.16014
half-witted,0.15793
half-yearly,0.0
halfback,0.0
halfbeak,0.0
halfhearted,-0.26536
halfpenny,0.0
halfpennyworth,0.0
halftime,0.0
halftone,0.0
halftone engraving,0.0
halfway,0.0
haliaeetus,0.0
haliaeetus leucocephalus,0.0
haliaeetus leucorhyphus,0.0
haliaeetus pelagicus,0.0
haliatus albicilla,0.0
halibut,0.0
halibut-liver oil,0.0
halicarnassus,0.0
halicoeres,0.0
halicoeres bivittatus,0.0
halicoeres radiatus,0.0
halictidae,0.0
halide,0.0
halifax,0.0
halimodendron,0.0
halimodendron argenteum,0.0
halimodendron halodendron,0.0
haliotidae,0.0
haliotis,0.0
haliotis tuberculata,0.0
halite,0.0
halitosis,-0.38925
halitus,0.0
hall,0.0
hall of fame,0.0
hall of residence,0.0
hall pass,0.0
hall porter,0.0
hall's honeysuckle,0.0
hallah,0.0
halle,0.0
halle-an-der-saale,0.0
hallel,0.21734
hallelujah,0.15793
halley,0.0
halliard,0.0
hallmark,0.0
halloo,0.07877
hallow,0.0
hallowe'en,0.0
hallowed,0.16330999999999998
halloween,0.0
hallowmas,0.0
hallowmass,0.0
hallstand,0.0
hallucinate,-0.07997
hallucinating,-0.38925
hallucination,-0.22143000000000002
hallucinatory,-0.34088
hallucinogen,-0.07997
hallucinogenic,0.21734
hallucinogenic drug,-0.07997
hallucinosis,0.0
hallux,0.0
hallway,0.0
halm,0.0
halma,0.0
halo,0.0
halo blight,-0.07997
halo spot,-0.07997
haloalkane,0.0
halobacter,0.0
halobacteria,0.0
halobacterium,0.0
halocarbon,0.0
halocarpus,0.0
halocarpus bidwilli,0.0
haloform,0.0
halogen,0.0
halogeton,0.0
halogeton glomeratus,0.0
halogeton souda,0.0
halon,0.0
haloperidol,-0.19821
halophil,-0.19821
halophile,-0.19821
halophyte,0.0
haloragaceae,0.0
haloragidaceae,0.0
halothane,0.0
hals,0.0
halt,-0.05328
halter,-0.09863999999999999
haltere,0.0
halting,-0.27229000000000003
haltingly,0.15793
halve,0.0
halyard,0.0
ham,-0.06412
ham actor,-0.07997
ham and eggs,0.0
ham hock,0.0
ham it up,0.08478
ham sandwich,0.0
ham-fisted,-0.39474000000000004
ham-handed,-0.39474000000000004
hamadryad,0.10554000000000001
hamamelid dicot family,0.0
hamamelid dicot genus,0.0
hamamelidaceae,0.0
hamamelidae,0.0
hamamelidanthum,0.0
hamamelidoxylon,0.0
hamamelis,0.0
hamamelis vernalis,0.0
hamamelis virginiana,0.0
hamamelites,0.0
haman,0.0
hamartia,-0.38925
hamartoma,0.0
hamas,0.0
hamate,0.0
hamate bone,0.0
hamburg,0.0
hamburg parsley,0.15793
hamburger,0.0
hamburger bun,0.0
hamburger roll,0.0
hamburger steak,0.0
hame,0.0
hamelia,0.15793
hamelia erecta,0.0
hamelia patens,0.0
hamelin,0.15793
hameln,0.15793
hamilton,0.0808
haminoea,0.0
hamitic,0.0
hamitic language,0.0
hamito-semitic,0.0
hamlet,-0.1011
hammarskjold,0.0
hammer,0.02862
hammer and sickle,0.0
hammer in,0.0
hammer nose,0.0
hammer out,0.0
hammer throw,0.0
hammer-shaped,0.0
hammered,0.21734
hammerhead,-0.14148
hammerhead shark,0.0
hammering,0.0
hammerlock,0.0
hammerstein,0.0
hammertoe,0.0
hammett,0.0
hamming,-0.39584
hammock,0.0
hammond organ,0.0
hammurabi,0.0
hammurapi,0.0
hammy,0.17826
hamper,0.01239
hampshire,0.0
hampshire down,0.0
hampton,0.0
hampton roads,0.0
hamster,0.0
hamstring,-0.044235000000000003
hamstring tendon,0.0
hamsun,0.0
han,0.0
han dynasty,0.0
han-gook,0.0
hancock,0.0
hand,0.13879
hand and foot,0.0
hand and glove,0.12208
hand ax,0.0
hand axe,0.0
hand blower,0.0
hand brake,0.0
hand calculator,0.0
hand cheese,0.0
hand clapping,0.17826
hand cream,0.0
hand down,0.0
hand drill,0.0
hand fern,0.0
hand glass,0.0
hand grenade,0.0
hand in glove,0.12208
hand in hand,0.0
hand job,0.0
hand line,0.0
hand lotion,0.0
hand luggage,0.0
hand mirror,0.0
hand mower,0.0
hand organ,0.0
hand out,0.0
hand over,0.0
hand over fist,0.0
hand pump,0.0
hand puppet,0.0
hand saw,0.0
hand shovel,0.0
hand throttle,0.0
hand to hand,0.12208
hand to mouth,0.0
hand tool,0.0
hand towel,0.0
hand truck,0.0
hand wear,0.12208
hand-build,0.0
hand-crafted,0.0
hand-down,0.0
hand-dye,0.0
hand-held,0.0
hand-held computer,0.0
hand-held microcomputer,0.0
hand-hewn,0.0
hand-loomed,0.0
hand-me-down,0.0
hand-operated,0.0
hand-pick,0.0
hand-schuller-christian disease,-0.34088
hand-to-hand,0.15793
hand-to-hand struggle,0.0
hand-to-mouth,-0.34088
hand-wash,0.0
handbag,0.0
handball,0.0
handball court,0.0
handbarrow,0.0
handbasin,0.0
handbasket,0.0
handbell,0.0
handbill,0.0
handbook,0.0
handbow,0.0
handbreadth,0.0
handbuild,0.0
handcar,0.0
handcart,0.0
handclap,0.0
handclasp,0.0
handcolor,0.0
handcolour,0.0
handcraft,0.0
handcuff,0.0
handed,0.0
handed-down,0.0
handedness,0.0
handel,0.10554000000000001
handelian,0.0
handful,0.15818
handgrip,0.0
handgun,0.0
handheld,0.0
handheld drill,0.0
handhold,0.0
handicap,-0.60746
handicapped,-0.50977
handicapped person,0.0
handicapper,0.0
handicraft,0.17964000000000002
handies peak,0.17826
handily,0.10554000000000001
handiness,0.12245999999999999
handing over,0.0
handiwork,0.0
handkerchief,0.0
handle,0.07845
handle with kid gloves,0.21734
handle-bars,0.0
handlebar,0.0
handled,0.0
handleless,0.0
handler,0.0
handless,-0.37714000000000003
handline,0.0
handling,0.0
handling charge,0.0
handling cost,0.0
handlock,0.0
handloom,0.0
handmade,0.0
handmaid,-0.1294
handmaiden,-0.1294
handoff,0.0
handout,0.0
handover,0.0
handrail,0.0
handrest,0.12208
hands,0.0
hands down,0.0
hands-down,0.0
hands-off,-0.38925
hands-on,0.0
handsaw,0.0
handsaw fish,0.0
handsbreadth,0.0
handset,0.0
handsewn,0.0
handshake,0.0
handshaking,0.0
handsome,0.51926
handsomely,0.2169
handsomeness,0.08478
handspike,0.0
handspring,0.0
handstamp,0.0
handstand,0.0
handstitched,0.0
handwash,0.0
handwear,0.12208
handwheel,0.0
handwork,0.0
handwoven,0.0
handwrite,0.0
handwriting,0.0
handwriting expert,-0.07997
handwritten,0.0
handy,0.12122999999999999
handyman,0.0
hang,-0.2305
hang around,0.12208
hang back,0.0
hang by a hair,0.0
hang by a thread,0.0
hang glide,0.0
hang glider,-0.0296
hang gliding,0.0
hang in,-0.19821
hang on,-0.01545
hang out,0.0
hang together,0.0
hang up,0.0
hang-up,0.054329999999999996
hangar,0.0
hangar queen,-0.34088
hangbird,0.0
hangchow,0.0
hangdog,0.04688
hanger,0.0
hanger-on,-0.07997
hanging,0.0
hanging chad,0.0
hanging fly,0.0
hanging gardens of babylon,0.0
hanging geranium,0.0
hanging wall,0.15793
hangman,0.0
hangman's halter,-0.07997
hangman's rope,-0.07997
hangnail,-0.19821
hangout,0.0
hangover,-0.62284
hangzhou,0.0
hangzhou bay,0.0
hani,0.0
hank,0.0
hank aaron,0.0
hank panky,-0.02386
hank williams,0.0
hanker,-0.13964000000000001
hankering,0.0
hankey,0.0
hankie,0.0
hanks,0.0
hanky,0.0
hanky panky,0.0
hannah arendt,0.0
hannibal,0.0
hannover,0.0
hannukah,0.0
hanoi,0.0
hanover,0.0
hanoverian,0.0
hanoverian line,0.0
hans adolf krebs,0.0
hans albrecht bethe,0.0
hans arp,0.0
hans bethe,0.0
hans c. j. gram,0.12208
hans christian andersen,0.0
hans christian oersted,0.0
hans conrad julius reiter,0.15793
hans eysenck,0.0
hans fischer,0.0
hans geiger,0.0
hans holbein,0.0
hans jurgen eysenck,0.0
hans zinsser,0.0
hansard,0.0
hanseatic league,0.0
hansen's disease,-0.38925
hansom,0.0
hansom cab,0.0
hanukah,0.0
hanukkah,0.0
hanuman,0.19229000000000002
hao,0.0
haoma,0.0
hap,0.0
hapax legomenon,0.0
haphazard,-0.239925
haphazardly,0.19229000000000002
haphazardness,-0.28345
haphtarah,0.0
haphtorah,0.0
hapless,-0.32061999999999996
haploid,0.0
haploidic,0.0
haploidy,0.0
haplopappus,0.0
haplopappus acaulis,0.0
haplopappus phyllocephalus,0.0
haplopappus spinulosus,0.0
haplosporidia,0.0
haplosporidian,-0.0611
haplotype,0.0
haply,0.0
happen,0.07586
happen upon,0.0
happening,0.0
happenstance,0.0
happily,0.055760000000000004
happiness,0.8567100000000001
happy,0.8459899999999999
happy chance,0.067
happy event,0.0
happy hour,0.0
happy-go-lucky,0.21734
hapsburg,0.0
haptic,0.0
haptic sensation,-0.07997
haptically,0.0
haptoglobin,0.28394
hara-kiri,0.0
harakat al-jihad al-islami al-filastini,0.0
harakat ul-jihad-i-islami,0.0
harakiri,0.0
harangue,0.078965
haranguer,0.0
harare,0.0
harass,-0.55588
harassed,-0.34088
harasser,0.0
harassing fire,0.0
harassment,-0.6572600000000001
harbinger,0.0
harbor,0.1063
harbor patrol,0.0
harbor porpoise,0.0
harbor seal,0.0
harborage,0.0
harbour,0.0065049999999999995
harbourage,0.0
hard,-0.135265
hard beech,0.0
hard candy,0.0
hard cash,0.0
hard cheese,-0.39584
hard cider,0.0
hard clam,0.0
hard coal,-0.07997
hard copy,0.0
hard core,0.0
hard currency,0.0
hard disc,0.0
hard disk,0.0
hard drink,0.0
hard drive,0.0
hard drug,0.0
hard fern,0.0
hard hat,0.0
hard knocks,-0.19821
hard lead,-0.09134
hard line,0.0
hard liquor,0.0
hard news,0.0
hard palate,0.0
hard put,-0.38925
hard right,-0.07997
hard roe,-0.19821
hard roll,0.0
hard rubber,0.0
hard rush,-0.07997
hard sauce,0.0
hard sell,0.0
hard shoulder,0.0
hard solder,0.0
hard steel,0.0
hard surface,0.0
hard tick,0.0
hard time,-0.14651
hard times,-0.0611
hard to please,0.15793
hard up,-0.42036
hard water,0.0
hard wheat,0.0
hard worker,-0.07997
hard-and-fast,0.15793
hard-baked,-0.34088
hard-bitten,-0.25931
hard-boiled,-0.11555
hard-boiled egg,0.0
hard-cooked egg,0.0
hard-core,0.34371999999999997
hard-fought,0.067
hard-hitting,0.00585
hard-line,0.12208
hard-nosed,0.0
hard-of-hearing,0.12208
hard-on,0.0
hard-pressed,-0.38925
hard-shell clam,0.0
hard-shell crab,-0.19821
hard-shelled,-0.28345
hard-skinned puffball,0.12208
hard-to-please,0.15793
hardback,-0.039985
hardbacked,-0.07997
hardbake,0.0
hardball,0.0
hardboard,0.0
hardbound,-0.07997
hardcore,0.01381
hardcover,-0.039985
harden,0.0
hardenbergia,0.0
hardenbergia comnptoniana,0.0
hardened,-0.12468
hardening,-0.19071
hardening of the arteries,0.0
hardfisted,-0.19821
hardheaded,-0.34833000000000003
hardheads,0.0
hardhearted,-0.42628
hardheartedness,-0.38925
hardihood,0.15793
hardiness,0.15754
harding,0.0
harding grass,0.0
hardinggrass,0.0
hardline,0.12208
hardliner,0.0
hardly,-0.01404
hardly a,0.0
hardness,-0.43481000000000003
hardpan,0.0
hardscrabble,-0.28345
hardship,-0.60775
hardstem bulrush,0.0
hardstemmed bulrush,0.0
hardtack,0.0
hardtop,0.0
hardware,0.0
hardware error,-0.19821
hardware store,0.0
hardwareman,0.0
hardwood,0.0
hardworking,0.39476
hardy,0.09652999999999999
hare,0.0
hare and hounds,0.0
hare krishna,0.12946
hare wallaby,0.0
hare's-foot bristle fern,0.0
hare's-foot fern,0.0
harebell,0.0
harebrained,-0.18422
haredi,-0.38925
hareem,0.0
harefoot,0.0
harelip,0.0
harem,0.0
hargeisa,0.0
hargreaves,0.0
haricot,0.0
haricot vert,0.0
haricots verts,0.0
harijan,0.0
harikari,0.0
hark,0.0
hark back,0.0
harkat ul-ansar,0.0
harkat ul-mujahedeen,0.0
harkat-ul-jihad-e-islami,0.0
harkat-ul-mujahidin,0.0
harken,0.0
harlan f. stone,0.0
harlan fisk stone,0.0
harlan fiske stone,0.0
harlan stone,0.0
harlean carpenter,0.0
harlem,0.0
harlem renaissance,0.0
harlem river,0.0
harlequin,-0.009095
harlequin opal,0.0
harlequin-snake,0.0
harlequinade,0.08478
harley granville-barker,0.0
harley street,0.0
harlot,-0.08623
harlotry,0.12208
harlow,0.0
harlow shapley,0.0
harm,-0.7332299999999999
harmattan,0.0
harmful,-0.70067
harmfully,-0.19821
harmfulness,-0.41368999999999995
harmless,0.42335
harmlessly,0.15793
harmonic,0.022985
harmonic analysis,0.0
harmonic law,0.0
harmonic mean,0.0
harmonic motion,0.0
harmonic progression,0.0
harmonica,0.0
harmonical,-0.02386
harmonically,0.0
harmonics,0.0
harmonious,0.62612
harmoniously,0.17826
harmoniousness,0.04654
harmonisation,0.15754
harmonise,0.08819
harmonised,-0.02386
harmoniser,0.0
harmonium,0.0
harmonizable,0.28394
harmonization,0.15754
harmonize,0.08819
harmonized,-0.02386
harmonizer,0.0
harmony,0.62305
harmsworth,0.0
harness,-0.051825
harness horse,0.0
harness race,0.0
harness racing,0.0
harnessed,0.0
harnessed antelope,0.15793
harold clayton lloyd,0.0
harold clayton urey,0.0
harold harefoot,0.0
harold hart crane,0.17826
harold hirschsprung,0.0
harold i,0.0
harold ii,0.0
harold kroto,0.0
harold lloyd,0.0
harold nicolson,0.0
harold pinter,-0.19821
harold urey,0.0
harold w. kroto,0.0
harp,0.0
harp seal,0.0
harp-shaped,0.0
harper,0.0
harper's ferry,0.0
harpers ferry,0.0
harpia,0.0
harpia harpyja,0.0
harpist,0.0
harpo,0.0
harpoon,0.0
harpoon gun,0.0
harpoon line,0.0
harpoon log,0.0
harpooneer,0.0
harpooner,0.0
harpsichord,0.0
harpsichordist,0.0
harpulla,0.0
harpullia,0.0
harpullia cupanioides,0.0
harpullia pendula,-0.07997
harpy,-0.05272
harpy bat,0.0
harpy eagle,0.0
harquebus,0.0
harridan,-0.28345
harried,-0.34088
harrier,0.0
harrier eagle,0.0
harriet beecher stowe,0.0
harriet elizabeth beecher stowe,0.0
harriet tubman,0.0
harriet wilson,0.0
harriman,0.0
harris,0.0
harris tweed,0.0
harrisburg,0.0
harrisia,0.0
harrison,0.0
harrod,0.0
harrow,0.0
harrowing,-0.12753
harry,-0.0296
harry bridges,0.0
harry f. klinefelter,0.0
harry fitch kleinfelter,0.0
harry hotspur,0.0
harry houdini,0.0
harry lauder,0.0
harry lillis crosby,0.0
harry s truman,0.0
harry sinclair lewis,0.0
harry stack sullivan,0.0
harry truman,0.0
harsh,-0.37014
harsh on,0.0
harsh-voiced,0.0
harshen,0.0
harshly,0.0
harshness,-0.32001999999999997
hart,0.0
hart crane,0.17826
hart's-tongue,0.15754
hart's-tongue fern,0.12539
harte,0.0
hartebeest,0.0
hartford,0.0
hartford fern,0.0
hartley,0.0
harum-scarum,-0.0004866666666666723
harvard,0.0
harvard university,0.0
harvery williams cushing,0.0
harvest,0.0
harvest fly,0.0
harvest home,0.0
harvest mite,-0.34088
harvest moon,-0.07997
harvest mouse,0.0
harvest time,0.0
harvest-lice,0.0
harvester,0.0
harvestfish,0.0
harvesting,0.0
harvestman,0.0
harvey,0.0
harvey cushing,0.0
harvey wallbanger,0.0
has-been,-0.34088
haschisch,0.0
hasdrubal,0.0
hasek,0.0
hash,0.0
hash head,0.0
hash house,-0.07997
hash mark,0.0
hash out,0.0
hash over,0.0
hasheesh,0.0
hashemite kingdom of jordan,0.0
hashimoto's disease,0.0
hashish,0.0
hashmark,0.0
hasid,0.0
hasidic,0.0
hasidim,0.0
hasidism,0.0
haslet,0.0
hasp,0.0
