neg,neu,pos,compound,line
0.379,0.621,0.0,-0.6705,He seemed distressed enough to warrant asking what the problem was.
0.0,1.0,0.0,0.0,"It's those Father's Day ads, he groused."
0.17,0.776,0.054,-0.8655,"All those sleek, fresh-from-the-sauna studs, hair full, pectorals perfect, not a gray head in sight, not a paunch to be seen.

310_11	-0.1	They all seem to have been bred by Calvin Klein.

310_12	-0.1	All just waiting for a shower of Escape, or Boss or Obsession.

310_13	1.35	Not a wrinkle in view, no frown, no worry.

310_14	1.25	No problems about the lawn, or the garage, or the paint job.

310_15	-0.25	No concern about the baby.

310_16	0.25	About where to go on vacation.

310_17	0.05	About tuition!"
0.0,1.0,0.0,0.0,What could we say?
0.0,0.351,0.649,0.5719,Happy Father's Day.
0.139,0.68,0.181,0.1779,"To the Editor: In calling attention to the political economy of immortality, Jerome Groopman (Op-Ed, Dec. 20) raises a warning worth heeding for anyone concerned about the growing disparities between rich and poor."
0.0,0.909,0.091,0.1779,The potential for genetic technology to extend human longevity will become another way to stratify individuals and groups.
0.199,0.801,0.0,-0.7717,"In the new political economy of life and death, the 21st-century Methuselah will live in parallel time with the undernourished child in Appalachia or the starving child in Somalia."
0.135,0.619,0.246,0.5719,Perhaps the real challenge for the next century is to accept that death is part of life and to commitment to narrow -- not widen -- the gaps that radically affect the life opportunities of the rich and poor.
0.163,0.761,0.076,-0.4588,"Following his recent rebuke by the House Ethics Committee for making sexual advances to a Peace Corps worker, Representative Gus Savage, an Illinois Democrat, took to the House floor to denounce his three colleagues who had pressed the ethics charges."
0.0,0.903,0.097,0.1027,"He said that one, Barney Frank of Massachusetts, ''has admitted keeping and prostituting a homosexual.''"
0.0,1.0,0.0,0.0,"Mr. Savage's comments, though widely reported, were deleted at his request from that day's Congressional Record, the official chronicle of floor proceedings."
0.0,0.956,0.044,0.0258,"The House has now, at the behest of Bob Walker, Republican of Pennsylvania, directed its Administration Committee to draft new rules to prevent such tampering."
0.124,0.876,0.0,-0.34,Present rules permit members to review the manuscript before it is printed to correct grammatical and typographical errors.
0.0,0.854,0.146,0.34,"But members of Congress often make substantive alterations, thereby diluting the Record's accuracy and value."
0.0,1.0,0.0,0.0,"In the course of their elective duties, members try to make history."
0.0,0.692,0.308,0.5994,Mr. Walker deserves credit for seeking to limit their ability to rewrite it.
0.0,1.0,0.0,0.0,New Yorkers have learned to swallow the lump in the throat that rises each time a movie revival house is closed.
0.0,0.833,0.167,0.34,"Silly, they think, to feel sentimental about those rundown places, with their peeling paint, lumpy seats and threadbare curtains."
0.0,1.0,0.0,0.0,"Why sniffle over the shutting of the Bleecker Street Cinema, now that the Thalia, the New Yorker and the Regency are gone?"
0.099,0.901,0.0,-0.3182,"Besides, who wants to be reminded of hours lost in musty art houses, hours that could have been spent advancing one's career?"
0.167,0.618,0.216,0.2003,Imagine wasting a whole afternoon at an Alec Guinness film festival these days!
0.0,0.94,0.06,0.3182,"It was immature, after all, to have hidden in those cool, dark boxes on summer afternoons, watching Leslie Howard smolder at Merle Oberon in ''The Scarlet Pimpernel'' and Bob Fosse do back flips in ''Kiss Me, Kate.''"
0.0,1.0,0.0,0.0,"And who were those other people, their feet up on the seats in front of them, munching Raisinettes?"
0.0,1.0,0.0,0.0,"Weren't they supposed to be at work, too?"
0.0,1.0,0.0,0.0,"''We'll always have Paris,'' said Humphrey Bogart in ''Casablanca.''"
0.0,0.878,0.122,0.7177,"But we won't have the Thalia, New Yorker, Regency and Bleecker Street Cinema, except, briefly, in the films of Woody Allen and others who so loved those theaters that they made them stars in their own right."
0.104,0.896,0.0,-0.4678,"To the Editor: Automobile insurance rates may be rising at an alarming rate in many states (''Insurance Rates Rouse Drivers to Protest,'' Consumers World page, March 5), but by no means do such increases represent a national trend."
0.0,0.85,0.15,0.5267,"In New York State, private passenger automobile rates rose an average of 2.9 percent in 1987 - well below the overall annual increase in the Consumer Price Index."
0.136,0.864,0.0,-0.6369,Lost in the hysteria of double-digit rate hikes in some states is the fact that increases in private passenger automobile insurance rates in New York have generally kept pace with inflation over the last decade.
0.041,0.806,0.153,0.7579,"Such success may be explained by antifraud efforts; better enforcement of drunk driving laws; enactment of the seat-belt law; a decline in auto theft rates in some areas; efforts by the Department of Motor Vehicles to remove uninsured drivers from our roads, and the introduction of meaningful no-fault insurance statutes in 1977."
0.0,1.0,0.0,0.0,"Superintendent of Insurance  New York, March 9, 1988"
0.0,1.0,0.0,0.0,"To some academic historians, Barbara Tuchman was flawed."
0.175,0.825,0.0,-0.3724,"She lacked a Ph.D., and indeed had not been improved by any graduate education."
0.0,0.704,0.296,0.6369,"Unforgivably, her books - at least six of them - were best sellers."
0.09,0.755,0.156,0.34,"But she wrote superlatively, with a strong narrative line, and brought ancient controversies and forgotten leaders back to life."
0.231,0.769,0.0,-0.5574,"Mrs. Tuchman, who died Monday at 77, shrugged off the sniffy professorial reviews."
0.0,0.667,0.333,0.4588,Millions of readers were glad she did.
0.3,0.7,0.0,-0.8271,"Through her they were able to relive the horrendous August of 1914, when railroad timetables hurried the world to war."
0.138,0.719,0.144,0.0772,"Her readers could enter with her the maze of modern Chinese history, the proud tower of Europe before the Great War; they could view the lives of the humble and exalted in the distant mirror of the troubled 14th century."
0.112,0.888,0.0,-0.34,The point about Mrs. Tuchman's work was not the rightness of her judgments or her real or alleged lesser errors.
0.0,0.758,0.242,0.4939,It is that she made readers care about a thousand dusty yesterdays.
0.0,0.856,0.144,0.4939,"And once hooked, some were even inspired to tackle the drier works of what H. L. Mencken dubbed the professariat."
0.0,0.805,0.195,0.4404,"In serving the common reader, Mrs. Tuchman truly served history's Muse, all-seeing Clio."
0.153,0.847,0.0,-0.4404,"January brings snow, ice, post-holiday letdown - and a sudden profusion of used Christmas trees that block Manhattan sidewalks."
0.0,1.0,0.0,0.0,This year's abundant crop reflects softness in the local mulch market.
0.0,1.0,0.0,0.0,"Unlike the other boroughs, whose trees go to a landfill, Manhattan's used Christmas trees are turned into mulch at a processing station on Gansevoort Street."
0.0,0.856,0.144,0.4019,"On Jan. 7, special trucks began collecting trees from curbs and taking them to the mulching machine."
0.0,1.0,0.0,0.0,But they didn't pick up trees fast enough.
0.0,1.0,0.0,0.0,Piles still clog some sidewalks.
0.04,0.777,0.183,0.8047,"Snow and ice have hampered pickups, but Sanitation officials also say they have slowed special tree collections because production of mulch vastly exceeded demand from gardeners and other users, who may take it away free of charge."
0.0,1.0,0.0,0.0,Collections resumed after an environmental group volunteered to take two truckloads.
0.329,0.671,0.0,-0.5994,Discarded Christmas trees on the streets are an eyesore and an obstacle.
0.097,0.903,0.0,-0.128,Why should their prompt removal depend on the vagaries of mulch users' supply and demand?
0.0,1.0,0.0,0.0,Why not find space to store the surplus mulch?
0.302,0.698,0.0,-0.3804,Why not advertise its availability more aggressively?
0.0,1.0,0.0,0.0,It's the 26th night of Christmas - time to give the Sanitation Department a worm in a well-worn Christmas tree.
0.0,1.0,0.0,0.0,Alternate-side-of-the-street parking rules were in effect that morning as a moving van pulled up to the curb.
0.0,1.0,0.0,0.0,The movers began unloading the van.
0.0,1.0,0.0,0.0,The first thing down the ramp was a car.
0.0,1.0,0.0,0.0,Just then a patrol car pulled up; a traffic cop emerged and began ticketing the car.
0.0,1.0,0.0,0.0,"As the officer was slipping the ticket under the windshield wiper, a man rushed out of a nearby apartment building."
0.154,0.846,0.0,-0.25,"But I'm just moving in from Texas, he was overheard to protest."
0.0,1.0,0.0,0.0,Alternate-side-of-the-street parking rules were in effect that morning as a moving van pulled up to the curb.
0.0,1.0,0.0,0.0,The movers began unloading the van.
0.0,1.0,0.0,0.0,The first thing down the ramp was a car.
0.0,1.0,0.0,0.0,Just then a patrol car pulled up; a traffic cop emerged and began ticketing the car.
0.0,1.0,0.0,0.0,"As the officer was slipping the ticket under the windshield wiper, a man rushed out of a nearby apartment building."
0.154,0.846,0.0,-0.25,"But I'm just moving in from Texas, he was overheard to protest."
0.0,0.667,0.333,0.4588,"Welcome to New York, replied the officer."
0.285,0.715,0.0,-0.874,Only in New York are judges so distrusted that the law gives them no discretion to decide whether a criminal jury needs to be locked up and lodged overnight.
0.0,1.0,0.0,0.0,This unique extravagance costs $2 million a year.
0.511,0.489,0.0,-0.8555,"In this year of budgetary pain, that waste has become an outrage."
0.285,0.715,0.0,-0.874,Only in New York are judges so distrusted that the law gives them no discretion to decide whether a criminal jury needs to be locked up and lodged overnight.
0.0,1.0,0.0,0.0,This unique extravagance costs $2 million a year.
0.511,0.489,0.0,-0.8555,"In this year of budgetary pain, that waste has become an outrage."
0.0,0.813,0.187,0.3182,Sequestering juries protects against outside influence and tampering in major cases.
0.0,1.0,0.0,0.0,"New York insists, however, that every case be treated as though the defendant were John Gotti."
0.429,0.429,0.141,-0.6908,Judges hate the implicit insult to their ability to preside.
0.191,0.809,0.0,-0.7096,"They also hate the distortion the law works when, to avoid senseless expense, it forces them to rush minor cases to the jury for decision by sundown."
0.0,0.682,0.318,0.8555,"Court officers love the law; their unions, which love the overtime it compels, still hold sway in the State Senate."
0.181,0.724,0.095,-0.3804,The time has surely come for the Senate to examine one of the most notorious cases around -- the case of the greedy court officers.
0.0,0.922,0.078,0.4019,"For several months rumors have circulated in Britain and the U.S. that McDonald's, the fast-food chain, has given financial support to the Irish Republican Army through Noraid, the I.R.A.'s North American fund-raising group."
0.14,0.725,0.135,-0.0258,"McDonald's itself couldn't figure where the implausible charge came from, and denied it flatly at every opportunity."
0.0,1.0,0.0,0.0,"But the rumor, and the mystery, persisted."
0.0,1.0,0.0,0.0,Now The Economist of London has tracked it down.
0.0,0.924,0.076,0.5106,"One of its sleuths discovered that, some time back, on a financial talk show carried by the Cable News Network, McDonald's was cited for its generosity in contributing to employees' Individual Retirement Accounts - commonly called I.R.A.'s on this side of the Atlantic."
0.0,1.0,0.0,0.0,"But CNN can be viewed overseas now, via satellite, and in Britain I.R.A."
0.0,1.0,0.0,0.0,means something else entirely.
0.0,0.323,0.677,0.2732,Mystery solved.
0.0,1.0,0.0,0.0,Rumor quashed.
0.0,0.811,0.189,0.4201,But not the cautionary question: Is the world really ready for modern telecommunications?
0.0,0.938,0.062,0.34,"Sense, not sentiment, moved organized baseball to change the rule that barred Fred Lynn, recently traded to the Detroit Tigers, from postseason play because he joined the team a few minutes past the deadline of midnight Aug. 31."
0.262,0.526,0.212,-0.4719,"Baseball Commissioner Peter Ueberroth calls the unwritten rule not only unfair but dumb: it encourages mad dashes like Mr. Lynn's hectic, risky chartered-jet race with the trading deadline."
0.0,1.0,0.0,0.0,"''You don't have to do that with a stock certificate,'' the commissioner explained."
0.064,0.726,0.209,0.5267,"What an interesting illustration he happened on, considering how long baseball players have protested being traded as impersonally as securities."
0.244,0.63,0.126,-0.3612,The Players Association had already filed a grievance challenging the rule.
0.089,0.911,0.0,-0.3089,"The new rule won't help Mr. Lynn unless the Tigers, who were leading the American League East when he joined them, regain first place."
0.0,1.0,0.0,0.0,"But it shows that Mr. Ueberroth, nearing the end of his five-year term, knows his business."
0.084,0.816,0.1,0.09,Justice should be blind; and umpires may be; but he shows that the people who run baseball sometimes see reality.
0.116,0.802,0.082,-0.2023,"In the last year, South Korea and Iceland have killed hundreds of whales for profit but in the name of science."
0.28,0.72,0.0,-0.8126,Both countries have brazenly exploited a loophole in the international whaling treaty that allowed virtually unregulated killing of whales for ''scientific research.''
0.0,1.0,0.0,0.0,That loophole has now been closed by the International Whaling Commission.
0.0,1.0,0.0,0.0,"The U.S. commissioner, Dr. Anthony Calio, recently proposed guidelines for judging research requests."
0.202,0.723,0.075,-0.6369,"Of critical importance, it would have to be shown what could be learned by killing more whales that couldn't with existing data or by using non-lethal techniques."
0.0,0.584,0.416,0.6908,The guidelines were approved and put to immediate good use.
0.18,0.82,0.0,-0.5106,"The scientific whaling programs of Iceland, Japan and Korea failed to meet this simple new test."
0.08,0.92,0.0,-0.25,"Japan, which had planned to slaughter an astonishing 875 whales for ''research,'' directed its commissioner to walk out of the commission meeting in protest."
0.0,1.0,0.0,0.0,"If Japan defies the ruling, it would trigger U.S. laws and possibly economic sanctions."
0.195,0.805,0.0,-0.5574,Iceland also may be headed for a confrontation with the U.S. unless the new Government in Reykjavik abandons its research whaling program.
0.191,0.809,0.0,-0.6705,Tens of thousands of whales have been killed in this century; scientists have not even analyzed all the existing data.
0.254,0.625,0.121,-0.4939,"With the new guidelines, far fewer whales will die for no good reason, in the name of science."
0.054,0.692,0.254,0.6369,One reason Texas leads the nation in executions is the peculiar way Texas law makes it hard for juries to grant mercy.
0.149,0.757,0.094,-0.0258,"The case of a convicted rape-murderer, Johnny Penry, argued before the Supreme Court last week, exposes the law's unfairness and forces the justices, who have upheld the law in principle, to confront its operation."
0.218,0.782,0.0,-0.7717,"At a penalty hearing following his conviction, Mr. Penry's lawyers introduced evidence that he was mentally retarded, with the mind of a 7-year-old in the body of a 23-year-old."
0.191,0.757,0.052,-0.5423,Texas law allows such evidence and lets lawyers argue that it mitigates blame enough to justify a life sentence instead of a lethal injection.
0.246,0.754,0.0,-0.9081,"But the judge's instructions limit the jury to two questions: Should he have known that his conduct would cause the victim's death (which the state has already proved), and is he prone to violence, a continuing threat to society?"
0.235,0.602,0.163,-0.296,"If the answer to both questions is yes, the defendant gets death."
0.089,0.81,0.101,0.0772,"In other words, Texas, unlike other states, gives no weight to the idea of mercy because of mental retardation or anything else."
0.431,0.569,0.0,-0.9169,Questions from the bench showed the justices having difficulty with an argument that all mentally retarded killers should be spared executions.
0.253,0.619,0.129,-0.34,"They should have no trouble striking down a law that, barring any mercy, spares virtually none."
0.16,0.79,0.05,-0.6187,"Jury service, an important civic duty, can also be onerous, but in the Federal courtroom of Judge John Bartels recently it became an outrage."
0.091,0.909,0.0,-0.2732,"After a mistrial caused by one juror's holdout vote for acquittal, the judge denounced the lone juror as ''more guilty'' than the defendants."
0.0,1.0,0.0,0.0,Because the case must be tried again.
0.177,0.823,0.0,-0.4215,"''Nobody has the right to do that, waste all that time,'' the judge said."
0.0,0.914,0.086,0.128,But jurors not only have a right to vote their conscience; they have a legal obligation to do so.
0.171,0.5,0.329,0.296,The judge has had the grace to admit his mistake.
0.127,0.708,0.165,0.2023,He wrote the holdout juror praising her ''courage in refusing to convict because you had a reasonable doubt.''
0.213,0.532,0.255,0.1027,That lesson alone makes the retrial worthwhile.
0.179,0.821,0.0,-0.5423,"Too bad the judge, who has been on the bench for 28 years, is just learning it."
0.0,1.0,0.0,0.0,Tom Seaver started his big league pitching career 20 years ago as a New York Met.
0.0,0.638,0.362,0.91,"He played 10 superlative years for the team, leading it to two pennants and one world championship; he won the Cy Young pitching award three times."
0.137,0.863,0.0,-0.4019,Then in June 1977 he got into a contract dispute with the Mets and was abruptly traded to Cincinnati.
0.142,0.66,0.198,0.296,New York fans grieved: Tom Seaver was the Mets' class act and their greatest pitcher ever.
0.0,1.0,0.0,0.0,He pitched five years with the Reds before returning to the Mets for the 1983 season.
0.0,1.0,0.0,0.0,It was a short visit.
0.0,0.873,0.127,0.4404,Seaver was inexplicably left off the protected player roster by the new Mets owners and claimed by the Chicago White Sox.
0.0,0.886,0.114,0.2023,He pitched two fine years in Chicago before moving on to the Boston Red Sox.
0.0,1.0,0.0,0.0,Last week he put on the Mets' uniform once more.
0.104,0.896,0.0,-0.296,"But at 42, he could no longer summon the speed and control that had produced 3,640 strikeouts and 311 victories."
0.0,1.0,0.0,0.0,He decided to give up on a comeback.
0.0,1.0,0.0,0.0,The decision leaves Met fans to wonder why more of his strikeouts and victories could not have been for the Mets.
0.0,1.0,0.0,0.0,"Nevertheless, even in departure, Tom Seaver demonstrates that he's still a class act."
0.0,1.0,0.0,0.0,"One set of figures on display at the Whitney Museum's branch at 42d Street and Park Avenue consists of sculptures in wood, metal and ceramic."
0.0,0.909,0.091,0.25,"These are mostly stylized ''Urban Figures'' created by artists including Alison Saar, John Ahearn, Alex Katz, Jonathan Borofsky and George Segal."
0.0,1.0,0.0,0.0,"There is a witty, colorful, nearly absurd group of three designer-clad women with a dog and a child by Marisol."
0.0,1.0,0.0,0.0,"Another sculpture, by Duane Hanson, is of a woman reading a paperback, so realistic it demands some effort to realize that she is not breathing."
0.0,0.842,0.158,0.4588,"On Saturday mornings, another set of figures filters into this cavernous space across from Grand Central Terminal."
0.0,0.833,0.167,0.4215,"They are wholly realistic, members of the United Homeless Organization, who live in the station."
0.0,0.637,0.363,0.6908,They meet each week to discuss issues like medical care and housing.
0.0,1.0,0.0,0.0,"Then the 80 or so participants scatter through the museum space, in and around the sculptures."
0.0,0.862,0.138,0.34,"Some, draped in tattered garments, play cards, talk or watch a small TV set someone has brought."
0.0,1.0,0.0,0.0,"Others wander through the space, oblivious to everything - including the frozen faces of the sculptures overseeing their activity."
0.0,1.0,0.0,0.0,Urban figures watching urban figures watching urban figures: This is a place where art and reality are in full view.
0.0,1.0,0.0,0.0,In the 20's an Ohio woman named Berenice Abbott was living in Paris and photographing the famous.
0.06,0.94,0.0,-0.1531,"Everybody came to Miss Abbott's studio - James Joyce, Nora Barnacle Joyce, Andre Gide, Jean Cocteau - and it is partly through her images that we know them."
0.0,0.769,0.231,0.6908,"But in 1929 she came back to the United States and ''There it was, for better or for worse'': New York."
0.135,0.739,0.126,-0.0516,"Six years later she photographed that New York, for better and for worse and most likely for all time."
0.0,0.931,0.069,0.3167,"The pictures, taken as part of a Federal Arts Project, are included in the most comprehensive exhibition ever of her work, now on display at the New York Public Library until Jan. 6."
0.111,0.821,0.069,-0.0971,"To Miss Abbott, New York was as much an idea as a place, which is why the city she recorded in 1935 is, despite gains and losses, the city of 1989."
0.156,0.844,0.0,-0.891,"''The concern,'' she wrote then, ''is with a synthesis which shows the skyscraper in relation to the less colossal edifices which preceded it; city vistas, waterways, highways and means of transportation; areas where peculiarly urban aspects of human living can be observed; city squares where the trees die for lack of sun and air; narrow and dark canyons where visibility fails because there is no light ... the onward march of the steam shovel...''"
0.0,1.0,0.0,0.0,"At 91, Berenice Abbott, who now lives in Maine, seems the youngest, freshest photographer in town."
0.0,0.707,0.293,0.7543,"It tastes sweet and looks like juice, but a popular apple drink sold in supermarkets contains only 10 percent real fruit juice."
0.0,1.0,0.0,0.0,The rest is sugar and water.
0.0,1.0,0.0,0.0,"Consumers have a right to accurate information about the content of diluted fruit ''punches,'' ''ades'' and ''cocktails'' that compete on store shelves with real juice."
0.0,0.857,0.143,0.3612,"Yet instead of promoting that right, the Federal Food and Drug Administration stands in the way."
0.0,1.0,0.0,0.0,"Since 1973, the F.D.A. has required percentage labelling for all diluted orange juice products."
0.0,1.0,0.0,0.0,But a sensible 1980 rule requiring the same disclosure for other diluted fruit and vegetable beverages was stayed early in the Reagan Administration and the agency now proposes to rescind it entirely.
0.0,1.0,0.0,0.0,Many brands label the percentage of juice voluntarily.
0.0,1.0,0.0,0.0,But the option shouldn't be theirs.
0.076,0.828,0.097,0.1531,"The F.D.A. bows to pressure brought mainly by the nation's leading cranberry company, Ocean Spray, which resists revealing that its popular juice products are heavily diluted."
0.227,0.773,0.0,-0.6792,"Ocean Spray maintains that since high-acid cranberry juice isn't palatable at full-strength, a labeling requirement would mislead customers and unfairly hurt sales."
0.085,0.67,0.245,0.6915,"That not only underestimates the intelligence of consumers but the ingenuity of packagers, who surely could explain the problem on cranberry juice labels in a way that would serve both sales and the truth."
0.0,0.942,0.058,0.0258,"A few years ago the courts prevented Palm Beach, Fla., from requiring blue-collar workers to carry identification cards for entry."
0.0,0.763,0.237,0.4215,Now the opulent fantasy island is considering a new safety measure.
0.0,1.0,0.0,0.0,The city would place video recorders on the three bridges that connect Palm Beach to the rest of America.
0.349,0.651,0.0,-0.7096,"When crime occurs, the police could view the tapes and possibly identify suspects."
0.0,0.756,0.244,0.6705,The proposal drew vocal support from about 40 people at a meeting of the town's Public Safety Commission last week.
0.195,0.805,0.0,-0.5267,"''Let's put the criminal on notice,'' said Robert Oreck, the resident who offered the idea."
0.0,1.0,0.0,0.0,"''Palm Beach, Florida, is not the place to ply their trade.'"
0.0,0.752,0.248,0.5106,The plan raises a host of concerns about civil liberties and elitism.
0.167,0.833,0.0,-0.34,"But rather than bother sorting them out, mainland America might try a simpler response."
0.0,0.906,0.094,0.4404,"If surveillance cameras go up on one side of the bridges to this fantasy island, customs stations could serve as useful reminders of the real world on the other."
0.318,0.682,0.0,-0.6369,Robert Tappan Morris is the Oliver North of computer abuse.
0.315,0.617,0.068,-0.8225,"The graduate student whiz committed a felony punishable by prison: tying up 6,000 computers with an electronic ''worm'' that spread wildly through interconnected machines."
0.055,0.854,0.09,0.1779,"Yet Federal Judge Howard Munson in Syracuse sentenced him only to 400 hours of community service and a $10,000 fine."
0.214,0.786,0.0,-0.4588,That light penalty won't deter other hackers from trespassing on information systems.
0.0,1.0,0.0,0.0,"America's banking, communications, information, travel and research systems depend on computers."
0.0,1.0,0.0,0.0,Tampering with them is a profoundly antisocial act.
0.0,1.0,0.0,0.0,"Mr. Morris testified that he didn't intend all the consequences of his escapade, but he planned it knowing there was a law against it."
0.08,0.8,0.12,0.2023,"He also pointed out that by demonstrating vulnerabilities to outside penetration, he had contributed to tighter system security."
0.0,0.762,0.238,0.3612,That is like defending a virus because it produces antibodies.
0.453,0.489,0.058,-0.9313,The 1986 Federal Computer Fraud and Abuse Act appears to allow as much as five years in prison for such a crime.
0.179,0.821,0.0,-0.4039,But Judge Munson said he couldn't fit Mr. Morris's crimes with the Federal Sentencing Guidelines that require some incarceration.
0.157,0.843,0.0,-0.6705,"As with Mr. North and others convicted of white collar crimes, even a taste of prison would have registered the seriousness of the offense - and given future whiz kids a clearer idea of the cost of penetrating other people's computers."
0.0,1.0,0.0,0.0,"William Henry Harrison -- the Tippecanoe of ""Tippecanoe and Tyler, Too"" -- took his oath as President on March 4, 1841."
0.31,0.69,0.0,-0.5574,History buffs know he died of pneumonia a month later.
0.095,0.905,0.0,-0.296,"Trivia buffs know that he spoke at his inauguration for an hour and 45 minutes, and no one has yet spoken longer."
0.0,1.0,0.0,0.0,"William Henry Harrison -- the Tippecanoe of ""Tippecanoe and Tyler, Too"" -- took his oath as President on March 4, 1841."
0.31,0.69,0.0,-0.5574,History buffs know he died of pneumonia a month later.
0.095,0.905,0.0,-0.296,"Trivia buffs know that he spoke at his inauguration for an hour and 45 minutes, and no one has yet spoken longer."
0.0,1.0,0.0,0.0,"But few may realize that, barely 10 years into the age of steam-powered railroad travel, he was the first President-elect to arrive in Washington on a train."
0.0,0.899,0.101,0.5719,"And fewer still would have noticed that one of the three balls celebrating his installation was called the ""Native American Inaugural Ball"" -- politically correct a full 150 years before it was correct to be."
0.0,0.5,0.5,0.6124,"Built like a bear, he moved like a cat."
0.254,0.601,0.145,-0.4767,"Born to poverty, he came to live regally and until his death half-jokingly referred to himself as ''The Great One.''"
0.0,0.561,0.439,0.8225,Yet Jackie Gleason is assured immortality as the bumbling blue-collar hero of a situation comedy.
0.0,1.0,0.0,0.0,"It was set in a drab room with bare table and wheezing refrigerator and filmed in black and white long ago, when Ike was President."
0.0,0.812,0.188,0.539,"Rarely has so much laughter, and money, bubbled up from simpler ingredients than in ''The Honeymooners.''"
0.051,0.87,0.079,0.3182,"The core of Mr. Gleason's art was his timing and economy of gesture, whether as Minnesota Fats circling a pool table in ''The Hustler'' or as Ralph Kramden, the honeymooner forever locked in antic combat with his perfect foils, Audrey Meadows and Art Carney."
0.0,0.732,0.268,0.296,But the working-class setting is also vital.
0.0,1.0,0.0,0.0,It followed in a tradition made famous by William Bendix in ''The Life of Riley.''
0.0,1.0,0.0,0.0,"It was, in turn, elaborated by Carroll O'Connor as Archie Bunker in ''All in the Family.''"
0.0,1.0,0.0,0.0,There may be a logic to this.
0.0,0.419,0.581,0.8658,Americans today prize melodramas swarming with the rich and powerful.
0.0,0.414,0.586,0.8176,But comedy may work best playing off the familiar.
0.0,0.891,0.109,0.4019,"Making Ralph Kramden credible as the ordinary fellow living down the hall took genius, and Jackie Gleason's special genius was to conceal that."
0.145,0.538,0.317,0.4939,New York City has problems enough in making visitors feel safe and welcome.
0.0,0.941,0.059,0.3182,"It hardly needs the two-faced advertising slogan a local clothier has posted on the phone booths behind St. Patrick's Cathedral, right in the heart of tourist territory: ""In this neighborhood, be sure to keep an eye on your wallet."""
0.283,0.578,0.139,-0.3612,The big black letters could easily be mistaken for an official police warning.
0.182,0.682,0.136,-0.2023,Certainly the sign confirms the out-of-towners' fear that there's a mugger behind every Manhattan lamppost.
0.0,1.0,0.0,0.0,"But the small type underneath reveals that, in this case, ""keep an eye on your wallet"" means shop at Daffy's stores instead of the tonier boutiques nearby."
0.0,0.0,1.0,0.4588,Clever?
0.0,0.345,0.655,0.6908,"Yes, too clever by half."
0.186,0.559,0.255,0.2732,And offensive to the great city that provides Daffy's with customers.
0.0,0.852,0.148,0.5106,This was supposed to be the election year in which Congress tamed its urge to send free mail to constituents.
0.0,1.0,0.0,0.0,But the House of Representatives seems destined again to overspend its postal allowance.
0.0,0.796,0.204,0.5574,"In a rare show of self-discipline, the House and Senate agreed last fall to establish new limits on the franking privilege."
0.0,1.0,0.0,0.0,"The House budgeted $44.5 million for mass mailings for the fiscal year that began last October, far more reasonable than the astonishing $77.9 million spent in 1988."
0.367,0.633,0.0,-0.4404,But the cap is essentially meaningless.
0.086,0.824,0.09,0.0258,"Unlike the Senate, the House puts no ceiling on spending by individual members and doesn't require disclosure of mailing costs, practically inviting overruns."
0.0,0.92,0.08,0.4019,"In consequence, the House has just authorized an additional $552,276 to help its mail room cope with what could be a record volume of letters cranked out to beat new pre-election mailing deadlines."
0.125,0.64,0.236,0.5106,The boxes of outgoing mail clogging House hallways were recently moved to rented warehouse space after fire safety experts said they created a serious hazard.
0.101,0.789,0.11,0.0516,"If, as expected, the House goes overboard, it will force a confrontation with the Senate, which has traditionally exercised greater restraint."
0.0,0.912,0.088,0.4019,"The Senate must approve the supplementary appropriation; it can serve the public by insisting that, at the very least, House members finally come clean on their actual mailing costs."
0.0,0.851,0.149,0.4939,The New York State Legislature budgeted $83.5 million this year to build or expand 18 sports facilities and just $30 million for grants to the arts.
0.0,1.0,0.0,0.0,Its priorities are skewed.
0.182,0.818,0.0,-0.25,"In New York City alone, art museums outdraw professional sports."
0.0,1.0,0.0,0.0,"Just one, the Metropolitan Museum of Art, had 4.9 million visitors in the past year, which was more than the combined attendance for the Mets, the Yankees, the Knicks and the Rangers."
0.0,0.851,0.149,0.4939,The New York State Legislature budgeted $83.5 million this year to build or expand 18 sports facilities and just $30 million for grants to the arts.
0.0,1.0,0.0,0.0,Its priorities are skewed.
0.182,0.818,0.0,-0.25,"In New York City alone, art museums outdraw professional sports."
0.0,1.0,0.0,0.0,"Just one, the Metropolitan Museum of Art, had 4.9 million visitors in the past year, which was more than the combined attendance for the Mets, the Yankees, the Knicks and the Rangers."
0.112,0.749,0.139,0.128,"To his credit, Gov. George Pataki tried to cut sports projects from the budget this year."
0.0,1.0,0.0,0.0,"They are, by and large, nothing more than a reflection of a pork-minded legislator's clout."
0.0,0.718,0.282,0.7096,"Powerful members get money for their districts, temporary construction jobs for constituents and a measure of local popularity."
0.149,0.553,0.298,0.3612,But what those legislators fail to see is the huge and growing public interest in the arts.
0.193,0.57,0.237,0.0,"If ever a memory deserved the masks of comedy and tragedy, surely remembrance of Bea Lillie does."
0.272,0.686,0.042,-0.886,"Beatrice Lillie, who died last week at her home at Henley-on-Thames at the age of 94, embodied the comic spirit on stage while suffering tragedy in her private life as Lady Peel."
0.0,1.0,0.0,0.0,"Before the footlights, she was a comic genius who could do more with a raised eyebrow than any clown could do with a face full of paint."
0.085,0.7,0.214,0.6059,She turned her tongue and body language into a madness that few could imitate but all could laugh at.
0.313,0.687,0.0,-0.9081,"As Lady Peel, wife of Sir Robert Peel, she had often to wear the tragic mask, not least when her only son was killed in World War II."
